target,model,period,semi_amplitude,n_injections,n_recovered,completeness
HD 166620,baseline,300.0,1.5,6,6,1.0
HD 166620,baseline,300.0,2.0,6,6,1.0
HD 166620,baseline,300.0,3.0,6,6,1.0
HD 166620,baseline,300.0,5.0,6,6,1.0
HD 166620,baseline,500.0,0.5,6,0,0.0
HD 166620,baseline,500.0,1.0,6,4,0.6666666666666666
HD 166620,baseline,500.0,1.5,6,5,0.8333333333333334
HD 166620,baseline,500.0,2.0,6,5,0.8333333333333334
HD 166620,baseline,500.0,3.0,6,6,1.0
HD 166620,baseline,500.0,5.0,6,6,1.0
HD 166620,era,5.0,0.5,6,2,0.3333333333333333
HD 166620,era,5.0,1.0,6,6,1.0
HD 166620,era,5.0,1.5,6,6,1.0
HD 166620,era,5.0,2.0,6,6,1.0
HD 166620,era,5.0,3.0,6,6,1.0
HD 166620,era,5.0,5.0,6,6,1.0
HD 166620,era,10.0,0.5,6,0,0.0
HD 166620,era,10.0,1.0,6,6,1.0
HD 166620,era,10.0,1.5,6,6,1.0
HD 166620,era,10.0,2.0,6,6,1.0
HD 166620,era,10.0,3.0,6,6,1.0
HD 166620,era,10.0,5.0,6,6,1.0
HD 166620,era,30.0,0.5,6,1,0.16666666666666666
HD 166620,era,30.0,1.0,6,6,1.0
HD 166620,era,30.0,1.5,6,6,1.0
HD 166620,era,30.0,2.0,6,6,1.0
HD 166620,era,30.0,3.0,6,6,1.0
HD 166620,era,30.0,5.0,6,6,1.0
HD 166620,era,100.0,0.5,6,0,0.0
HD 166620,era,100.0,1.0,6,6,1.0
HD 166620,era,100.0,1.5,6,6,1.0
HD 166620,era,100.0,2.0,6,6,1.0
HD 166620,era,100.0,3.0,6,6,1.0
HD 166620,era,100.0,5.0,6,6,1.0
HD 166620,era,300.0,0.5,6,2,0.3333333333333333
HD 166620,era,300.0,1.0,6,2,0.3333333333333333
HD 166620,era,300.0,1.5,6,5,0.8333333333333334
HD 166620,era,300.0,2.0,6,5,0.8333333333333334
HD 166620,era,300.0,3.0,6,5,0.8333333333333334
HD 166620,era,300.0,5.0,6,5,0.8333333333333334
HD 166620,era,500.0,0.5,6,0,0.0
HD 166620,era,500.0,1.0,6,1,0.16666666666666666
HD 166620,era,500.0,1.5,6,2,0.3333333333333333
HD 166620,era,500.0,2.0,6,2,0.3333333333333333
HD 166620,era,500.0,3.0,6,2,0.3333333333333333
HD 166620,era,500.0,5.0,6,2,0.3333333333333333
HD 166620,era_activity,5.0,0.5,6,2,0.3333333333333333
HD 166620,era_activity,5.0,1.0,6,6,1.0
HD 166620,era_activity,5.0,1.5,6,6,1.0
HD 166620,era_activity,5.0,2.0,6,6,1.0
HD 166620,era_activity,5.0,3.0,6,6,1.0
HD 166620,era_activity,5.0,5.0,6,6,1.0
HD 166620,era_activity,10.0,0.5,6,0,0.0
HD 166620,era_activity,10.0,1.0,6,6,1.0
HD 166620,era_activity,10.0,1.5,6,6,1.0
HD 166620,era_activity,10.0,2.0,6,6,1.0
HD 166620,era_activity,10.0,3.0,6,6,1.0
HD 166620,era_activity,10.0,5.0,6,6,1.0
HD 166620,era_activity,30.0,0.5,6,0,0.0
HD 166620,era_activity,30.0,1.0,6,6,1.0
HD 166620,era_activity,30.0,1.5,6,6,1.0
HD 166620,era_activity,30.0,2.0,6,6,1.0
HD 166620,era_activity,30.0,3.0,6,6,1.0
HD 166620,era_activity,30.0,5.0,6,6,1.0
HD 166620,era_activity,100.0,0.5,6,0,0.0
HD 166620,era_activity,100.0,1.0,6,6,1.0
HD 166620,era_activity,100.0,1.5,6,6,1.0
HD 166620,era_activity,100.0,2.0,6,6,1.0
HD 166620,era_activity,100.0,3.0,6,6,1.0
HD 166620,era_activity,100.0,5.0,6,6,1.0
HD 166620,era_activity,300.0,0.5,6,0,0.0
HD 166620,era_activity,300.0,1.0,6,2,0.3333333333333333
HD 166620,era_activity,300.0,1.5,6,5,0.8333333333333334
HD 166620,era_activity,300.0,2.0,6,5,0.8333333333333334
HD 166620,era_activity,300.0,3.0,6,5,0.8333333333333334
HD 166620,era_activity,300.0,5.0,6,5,0.8333333333333334
HD 166620,era_activity,500.0,0.5,6,0,0.0
HD 166620,era_activity,500.0,1.0,6,1,0.16666666666666666
HD 166620,era_activity,500.0,1.5,6,2,0.3333333333333333
HD 166620,era_activity,500.0,2.0,6,3,0.5
HD 166620,era_activity,500.0,3.0,6,3,0.5
HD 166620,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 168009,baseline,5.0,0.5,6,0,0.0
HD 168009,baseline,5.0,1.0,6,0,0.0
HD 168009,baseline,5.0,1.5,6,0,0.0
HD 168009,baseline,5.0,2.0,6,0,0.0
HD 168009,baseline,5.0,3.0,6,5,0.8333333333333334
HD 168009,baseline,5.0,5.0,6,6,1.0
HD 168009,baseline,10.0,0.5,6,0,0.0
HD 168009,baseline,10.0,1.0,6,0,0.0
HD 168009,baseline,10.0,1.5,6,0,0.0
HD 168009,baseline,10.0,2.0,6,0,0.0
HD 168009,baseline,10.0,3.0,6,6,1.0
HD 168009,baseline,10.0,5.0,6,6,1.0
HD 168009,baseline,30.0,0.5,6,0,0.0
HD 168009,baseline,30.0,1.0,6,0,0.0
HD 168009,baseline,30.0,1.5,6,2,0.3333333333333333
HD 168009,baseline,30.0,2.0,6,3,0.5
HD 168009,baseline,30.0,3.0,6,5,0.8333333333333334
HD 168009,baseline,30.0,5.0,6,6,1.0
HD 168009,baseline,100.0,0.5,6,0,0.0
HD 168009,baseline,100.0,1.0,6,0,0.0
HD 168009,baseline,100.0,1.5,6,0,0.0
HD 168009,baseline,100.0,2.0,6,0,0.0
HD 168009,baseline,100.0,3.0,6,4,0.6666666666666666
HD 168009,baseline,100.0,5.0,6,6,1.0
HD 168009,baseline,300.0,0.5,6,4,0.6666666666666666
HD 168009,baseline,300.0,1.0,6,4,0.6666666666666666
HD 168009,baseline,300.0,1.5,6,4,0.6666666666666666
HD 168009,baseline,300.0,2.0,6,1,0.16666666666666666
HD 168009,baseline,300.0,3.0,6,2,0.3333333333333333
HD 168009,baseline,300.0,5.0,6,2,0.3333333333333333
HD 168009,baseline,500.0,0.5,6,0,0.0
HD 168009,baseline,500.0,1.0,6,0,0.0
HD 168009,baseline,500.0,1.5,6,0,0.0
HD 168009,baseline,500.0,2.0,6,0,0.0
HD 168009,baseline,500.0,3.0,6,1,0.16666666666666666
HD 168009,baseline,500.0,5.0,6,4,0.6666666666666666
HD 168009,era,5.0,0.5,6,0,0.0
HD 168009,era,5.0,1.0,6,0,0.0
HD 168009,era,5.0,1.5,6,0,0.0
HD 168009,era,5.0,2.0,6,0,0.0
HD 168009,era,5.0,3.0,6,6,1.0
HD 168009,era,5.0,5.0,6,6,1.0
HD 168009,era,10.0,0.5,6,0,0.0
HD 168009,era,10.0,1.0,6,0,0.0
HD 168009,era,10.0,1.5,6,0,0.0
HD 168009,era,10.0,2.0,6,0,0.0
HD 168009,era,10.0,3.0,6,6,1.0
HD 168009,era,10.0,5.0,6,6,1.0
HD 168009,era,30.0,0.5,6,6,1.0
HD 168009,era,30.0,1.0,6,3,0.5
HD 168009,era,30.0,1.5,6,2,0.3333333333333333
HD 168009,era,30.0,2.0,6,4,0.6666666666666666
HD 168009,era,30.0,3.0,6,6,1.0
HD 168009,era,30.0,5.0,6,6,1.0
HD 168009,era,100.0,0.5,6,0,0.0
HD 168009,era,100.0,1.0,6,0,0.0
HD 168009,era,100.0,1.5,6,0,0.0
HD 168009,era,100.0,2.0,6,1,0.16666666666666666
HD 168009,era,100.0,3.0,6,3,0.5
HD 168009,era,100.0,5.0,6,6,1.0
HD 168009,era,300.0,0.5,6,0,0.0
HD 168009,era,300.0,1.0,6,0,0.0
HD 168009,era,300.0,1.5,6,0,0.0
HD 168009,era,300.0,2.0,6,1,0.16666666666666666
HD 168009,era,300.0,3.0,6,3,0.5
HD 168009,era,300.0,5.0,6,4,0.6666666666666666
HD 168009,era,500.0,0.5,6,0,0.0
HD 168009,era,500.0,1.0,6,0,0.0
HD 168009,era,500.0,1.5,6,0,0.0
HD 168009,era,500.0,2.0,6,1,0.16666666666666666
HD 168009,era,500.0,3.0,6,1,0.16666666666666666
HD 168009,era,500.0,5.0,6,2,0.3333333333333333
HD 168009,era_activity,5.0,0.5,6,0,0.0
HD 168009,era_activity,5.0,1.0,6,0,0.0
HD 168009,era_activity,5.0,1.5,6,0,0.0
HD 168009,era_activity,5.0,2.0,6,1,0.16666666666666666
HD 168009,era_activity,5.0,3.0,6,6,1.0
HD 168009,era_activity,5.0,5.0,6,6,1.0
HD 168009,era_activity,10.0,0.5,6,0,0.0
HD 168009,era_activity,10.0,1.0,6,0,0.0
HD 168009,era_activity,10.0,1.5,6,0,0.0
HD 168009,era_activity,10.0,2.0,6,2,0.3333333333333333
HD 168009,era_activity,10.0,3.0,6,6,1.0
HD 168009,era_activity,10.0,5.0,6,6,1.0
HD 168009,era_activity,30.0,0.5,6,3,0.5
HD 168009,era_activity,30.0,1.0,6,2,0.3333333333333333
HD 168009,era_activity,30.0,1.5,6,3,0.5
HD 168009,era_activity,30.0,2.0,6,5,0.8333333333333334
HD 168009,era_activity,30.0,3.0,6,6,1.0
HD 168009,era_activity,30.0,5.0,6,6,1.0
HD 168009,era_activity,100.0,0.5,6,0,0.0
HD 168009,era_activity,100.0,1.0,6,0,0.0
HD 168009,era_activity,100.0,1.5,6,2,0.3333333333333333
HD 168009,era_activity,100.0,2.0,6,3,0.5
HD 168009,era_activity,100.0,3.0,6,4,0.6666666666666666
HD 168009,era_activity,100.0,5.0,6,6,1.0
HD 168009,era_activity,300.0,0.5,6,0,0.0
HD 168009,era_activity,300.0,1.0,6,0,0.0
HD 168009,era_activity,300.0,1.5,6,0,0.0
HD 168009,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 168009,era_activity,300.0,3.0,6,3,0.5
HD 168009,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 168009,era_activity,500.0,0.5,6,0,0.0
HD 168009,era_activity,500.0,1.0,6,0,0.0
HD 168009,era_activity,500.0,1.5,6,0,0.0
HD 168009,era_activity,500.0,2.0,6,0,0.0
HD 168009,era_activity,500.0,3.0,6,1,0.16666666666666666
HD 168009,era_activity,500.0,5.0,6,1,0.16666666666666666
HD 170657,baseline,5.0,0.5,6,0,0.0
HD 170657,baseline,5.0,1.0,6,0,0.0
HD 170657,baseline,5.0,1.5,6,0,0.0
HD 170657,baseline,5.0,2.0,6,0,0.0
HD 170657,baseline,5.0,3.0,6,1,0.16666666666666666
HD 170657,baseline,5.0,5.0,6,6,1.0
HD 170657,baseline,10.0,0.5,6,0,0.0
HD 170657,baseline,10.0,1.0,6,0,0.0
HD 170657,baseline,10.0,1.5,6,0,0.0
HD 170657,baseline,10.0,2.0,6,0,0.0
HD 170657,baseline,10.0,3.0,6,2,0.3333333333333333
HD 170657,baseline,10.0,5.0,6,6,1.0
HD 170657,baseline,30.0,0.5,6,0,0.0
HD 170657,baseline,30.0,1.0,6,0,0.0
HD 170657,baseline,30.0,1.5,6,1,0.16666666666666666
HD 170657,baseline,30.0,2.0,6,2,0.3333333333333333
HD 170657,baseline,30.0,3.0,6,3,0.5
HD 170657,baseline,30.0,5.0,6,5,0.8333333333333334
HD 170657,baseline,100.0,0.5,6,0,0.0
HD 170657,baseline,100.0,1.0,6,0,0.0
HD 170657,baseline,100.0,1.5,6,0,0.0
HD 170657,baseline,100.0,2.0,6,0,0.0
HD 170657,baseline,100.0,3.0,6,1,0.16666666666666666
HD 170657,baseline,100.0,5.0,6,2,0.3333333333333333
HD 170657,baseline,300.0,0.5,6,0,0.0
HD 170657,baseline,300.0,1.0,6,0,0.0
HD 170657,baseline,300.0,1.5,6,1,0.16666666666666666
HD 170657,baseline,300.0,2.0,6,2,0.3333333333333333
HD 170657,baseline,300.0,3.0,6,4,0.6666666666666666
HD 170657,baseline,300.0,5.0,6,4,0.6666666666666666
HD 170657,baseline,500.0,0.5,6,0,0.0
HD 170657,baseline,500.0,1.0,6,0,0.0
HD 170657,baseline,500.0,1.5,6,0,0.0
HD 170657,baseline,500.0,2.0,6,2,0.3333333333333333
HD 170657,baseline,500.0,3.0,6,3,0.5
HD 170657,baseline,500.0,5.0,6,4,0.6666666666666666
HD 170657,era,5.0,0.5,6,0,0.0
HD 170657,era,5.0,1.0,6,0,0.0
HD 170657,era,5.0,1.5,6,0,0.0
HD 170657,era,5.0,2.0,6,0,0.0
HD 170657,era,5.0,3.0,6,2,0.3333333333333333
HD 170657,era,5.0,5.0,6,5,0.8333333333333334
HD 170657,era,10.0,0.5,6,0,0.0
HD 170657,era,10.0,1.0,6,0,0.0
HD 170657,era,10.0,1.5,6,0,0.0
HD 170657,era,10.0,2.0,6,0,0.0
HD 170657,era,10.0,3.0,6,2,0.3333333333333333
HD 170657,era,10.0,5.0,6,4,0.6666666666666666
HD 170657,era,30.0,0.5,6,0,0.0
HD 170657,era,30.0,1.0,6,0,0.0
HD 170657,era,30.0,1.5,6,0,0.0
HD 170657,era,30.0,2.0,6,0,0.0
HD 170657,era,30.0,3.0,6,2,0.3333333333333333
HD 170657,era,30.0,5.0,6,6,1.0
HD 170657,era,100.0,0.5,6,0,0.0
HD 170657,era,100.0,1.0,6,0,0.0
HD 170657,era,100.0,1.5,6,0,0.0
HD 170657,era,100.0,2.0,6,0,0.0
HD 170657,era,100.0,3.0,6,1,0.16666666666666666
HD 170657,era,100.0,5.0,6,4,0.6666666666666666
HD 170657,era,300.0,0.5,6,0,0.0
HD 170657,era,300.0,1.0,6,0,0.0
HD 170657,era,300.0,1.5,6,0,0.0
HD 170657,era,300.0,2.0,6,0,0.0
HD 170657,era,300.0,3.0,6,0,0.0
HD 170657,era,300.0,5.0,6,1,0.16666666666666666
HD 170657,era,500.0,0.5,6,0,0.0
HD 170657,era,500.0,1.0,6,0,0.0
HD 170657,era,500.0,1.5,6,0,0.0
HD 170657,era,500.0,2.0,6,0,0.0
HD 170657,era,500.0,3.0,6,0,0.0
HD 170657,era,500.0,5.0,6,0,0.0
HD 170657,era_activity,5.0,0.5,6,0,0.0
HD 170657,era_activity,5.0,1.0,6,0,0.0
HD 170657,era_activity,5.0,1.5,6,0,0.0
HD 170657,era_activity,5.0,2.0,6,0,0.0
HD 170657,era_activity,5.0,3.0,6,3,0.5
HD 170657,era_activity,5.0,5.0,6,6,1.0
HD 170657,era_activity,10.0,0.5,6,0,0.0
HD 170657,era_activity,10.0,1.0,6,0,0.0
HD 170657,era_activity,10.0,1.5,6,0,0.0
HD 170657,era_activity,10.0,2.0,6,0,0.0
HD 170657,era_activity,10.0,3.0,6,3,0.5
HD 170657,era_activity,10.0,5.0,6,6,1.0
HD 170657,era_activity,30.0,0.5,6,0,0.0
HD 170657,era_activity,30.0,1.0,6,0,0.0
HD 170657,era_activity,30.0,1.5,6,0,0.0
HD 170657,era_activity,30.0,2.0,6,0,0.0
HD 170657,era_activity,30.0,3.0,6,4,0.6666666666666666
HD 170657,era_activity,30.0,5.0,6,5,0.8333333333333334
HD 170657,era_activity,100.0,0.5,6,0,0.0
HD 170657,era_activity,100.0,1.0,6,0,0.0
HD 170657,era_activity,100.0,1.5,6,0,0.0
HD 170657,era_activity,100.0,2.0,6,0,0.0
HD 170657,era_activity,100.0,3.0,6,1,0.16666666666666666
HD 170657,era_activity,100.0,5.0,6,6,1.0
HD 170657,era_activity,300.0,0.5,6,0,0.0
HD 170657,era_activity,300.0,1.0,6,0,0.0
HD 170657,era_activity,300.0,1.5,6,0,0.0
HD 170657,era_activity,300.0,2.0,6,0,0.0
HD 170657,era_activity,300.0,3.0,6,0,0.0
HD 170657,era_activity,300.0,5.0,6,0,0.0
HD 170657,era_activity,500.0,0.5,6,0,0.0
HD 170657,era_activity,500.0,1.0,6,0,0.0
HD 170657,era_activity,500.0,1.5,6,0,0.0
HD 170657,era_activity,500.0,2.0,6,0,0.0
HD 170657,era_activity,500.0,3.0,6,0,0.0
HD 170657,era_activity,500.0,5.0,6,0,0.0
HD 172051,baseline,5.0,0.5,6,0,0.0
HD 172051,baseline,5.0,1.0,6,1,0.16666666666666666
HD 172051,baseline,5.0,1.5,6,6,1.0
HD 172051,baseline,5.0,2.0,6,6,1.0
HD 172051,baseline,5.0,3.0,6,6,1.0
HD 172051,baseline,5.0,5.0,6,6,1.0
HD 172051,baseline,10.0,0.5,6,0,0.0
HD 172051,baseline,10.0,1.0,6,1,0.16666666666666666
HD 172051,baseline,10.0,1.5,6,5,0.8333333333333334
HD 172051,baseline,10.0,2.0,6,6,1.0
HD 172051,baseline,10.0,3.0,6,6,1.0
HD 172051,baseline,10.0,5.0,6,6,1.0
HD 172051,baseline,30.0,0.5,6,0,0.0
HD 172051,baseline,30.0,1.0,6,0,0.0
HD 172051,baseline,30.0,1.5,6,3,0.5
HD 172051,baseline,30.0,2.0,6,3,0.5
HD 172051,baseline,30.0,3.0,6,4,0.6666666666666666
HD 172051,baseline,30.0,5.0,6,6,1.0
HD 172051,baseline,100.0,0.5,6,0,0.0
HD 172051,baseline,100.0,1.0,6,1,0.16666666666666666
HD 172051,baseline,100.0,1.5,6,2,0.3333333333333333
HD 172051,baseline,100.0,2.0,6,4,0.6666666666666666
HD 172051,baseline,100.0,3.0,6,5,0.8333333333333334
HD 172051,baseline,100.0,5.0,6,6,1.0
HD 172051,baseline,300.0,0.5,6,0,0.0
HD 172051,baseline,300.0,1.0,6,2,0.3333333333333333
HD 172051,baseline,300.0,1.5,6,3,0.5
HD 172051,baseline,300.0,2.0,6,3,0.5
HD 172051,baseline,300.0,3.0,6,4,0.6666666666666666
HD 172051,baseline,300.0,5.0,6,5,0.8333333333333334
HD 172051,baseline,500.0,0.5,6,0,0.0
HD 172051,baseline,500.0,1.0,6,1,0.16666666666666666
HD 172051,baseline,500.0,1.5,6,1,0.16666666666666666
HD 172051,baseline,500.0,2.0,6,3,0.5
HD 172051,baseline,500.0,3.0,6,4,0.6666666666666666
HD 172051,baseline,500.0,5.0,6,4,0.6666666666666666
HD 172051,era,5.0,0.5,6,0,0.0
HD 172051,era,5.0,1.0,6,0,0.0
HD 172051,era,5.0,1.5,6,6,1.0
HD 172051,era,5.0,2.0,6,6,1.0
HD 172051,era,5.0,3.0,6,6,1.0
HD 172051,era,5.0,5.0,6,6,1.0
HD 172051,era,10.0,0.5,6,0,0.0
HD 172051,era,10.0,1.0,6,0,0.0
HD 172051,era,10.0,1.5,6,5,0.8333333333333334
HD 172051,era,10.0,2.0,6,6,1.0
HD 172051,era,10.0,3.0,6,6,1.0
HD 172051,era,10.0,5.0,6,6,1.0
HD 172051,era,30.0,0.5,6,0,0.0
HD 172051,era,30.0,1.0,6,1,0.16666666666666666
HD 172051,era,30.0,1.5,6,3,0.5
HD 172051,era,30.0,2.0,6,5,0.8333333333333334
HD 172051,era,30.0,3.0,6,6,1.0
HD 172051,era,30.0,5.0,6,6,1.0
HD 172051,era,100.0,0.5,6,0,0.0
HD 172051,era,100.0,1.0,6,0,0.0
HD 172051,era,100.0,1.5,6,4,0.6666666666666666
HD 172051,era,100.0,2.0,6,5,0.8333333333333334
HD 172051,era,100.0,3.0,6,5,0.8333333333333334
HD 172051,era,100.0,5.0,6,6,1.0
HD 172051,era,300.0,0.5,6,0,0.0
HD 172051,era,300.0,1.0,6,2,0.3333333333333333
HD 172051,era,300.0,1.5,6,1,0.16666666666666666
HD 172051,era,300.0,2.0,6,0,0.0
HD 172051,era,300.0,3.0,6,0,0.0
HD 172051,era,300.0,5.0,6,2,0.3333333333333333
HD 172051,era,500.0,0.5,6,0,0.0
HD 172051,era,500.0,1.0,6,1,0.16666666666666666
HD 172051,era,500.0,1.5,6,1,0.16666666666666666
HD 172051,era,500.0,2.0,6,2,0.3333333333333333
HD 172051,era,500.0,3.0,6,4,0.6666666666666666
HD 172051,era,500.0,5.0,6,4,0.6666666666666666
HD 172051,era_activity,5.0,0.5,6,0,0.0
HD 172051,era_activity,5.0,1.0,6,4,0.6666666666666666
HD 172051,era_activity,5.0,1.5,6,6,1.0
HD 172051,era_activity,5.0,2.0,6,6,1.0
HD 172051,era_activity,5.0,3.0,6,6,1.0
HD 172051,era_activity,5.0,5.0,6,6,1.0
HD 172051,era_activity,10.0,0.5,6,0,0.0
HD 172051,era_activity,10.0,1.0,6,3,0.5
HD 172051,era_activity,10.0,1.5,6,6,1.0
HD 172051,era_activity,10.0,2.0,6,6,1.0
HD 172051,era_activity,10.0,3.0,6,6,1.0
HD 172051,era_activity,10.0,5.0,6,6,1.0
HD 172051,era_activity,30.0,0.5,6,0,0.0
HD 172051,era_activity,30.0,1.0,6,2,0.3333333333333333
HD 172051,era_activity,30.0,1.5,6,4,0.6666666666666666
HD 172051,era_activity,30.0,2.0,6,5,0.8333333333333334
HD 172051,era_activity,30.0,3.0,6,6,1.0
HD 172051,era_activity,30.0,5.0,6,6,1.0
HD 172051,era_activity,100.0,0.5,6,0,0.0
HD 172051,era_activity,100.0,1.0,6,0,0.0
HD 172051,era_activity,100.0,1.5,6,4,0.6666666666666666
HD 172051,era_activity,100.0,2.0,6,5,0.8333333333333334
HD 172051,era_activity,100.0,3.0,6,6,1.0
HD 172051,era_activity,100.0,5.0,6,6,1.0
HD 172051,era_activity,300.0,0.5,6,0,0.0
HD 172051,era_activity,300.0,1.0,6,0,0.0
HD 172051,era_activity,300.0,1.5,6,0,0.0
HD 172051,era_activity,300.0,2.0,6,0,0.0
HD 172051,era_activity,300.0,3.0,6,0,0.0
HD 172051,era_activity,300.0,5.0,6,0,0.0
HD 172051,era_activity,500.0,0.5,6,0,0.0
HD 172051,era_activity,500.0,1.0,6,0,0.0
HD 172051,era_activity,500.0,1.5,6,0,0.0
HD 172051,era_activity,500.0,2.0,6,0,0.0
HD 172051,era_activity,500.0,3.0,6,0,0.0
HD 172051,era_activity,500.0,5.0,6,0,0.0
HD 179957,baseline,5.0,0.5,6,0,0.0
HD 179957,baseline,5.0,1.0,6,0,0.0
HD 179957,baseline,5.0,1.5,6,0,0.0
HD 179957,baseline,5.0,2.0,6,0,0.0
HD 179957,baseline,5.0,3.0,6,0,0.0
HD 179957,baseline,5.0,5.0,6,6,1.0
HD 179957,baseline,10.0,0.5,6,0,0.0
HD 179957,baseline,10.0,1.0,6,0,0.0
HD 179957,baseline,10.0,1.5,6,0,0.0
HD 179957,baseline,10.0,2.0,6,0,0.0
HD 179957,baseline,10.0,3.0,6,1,0.16666666666666666
HD 179957,baseline,10.0,5.0,6,6,1.0
HD 179957,baseline,30.0,0.5,6,0,0.0
HD 179957,baseline,30.0,1.0,6,0,0.0
HD 179957,baseline,30.0,1.5,6,0,0.0
HD 179957,baseline,30.0,2.0,6,0,0.0
HD 179957,baseline,30.0,3.0,6,2,0.3333333333333333
HD 179957,baseline,30.0,5.0,6,6,1.0
HD 179957,baseline,100.0,0.5,6,0,0.0
HD 179957,baseline,100.0,1.0,6,0,0.0
HD 179957,baseline,100.0,1.5,6,1,0.16666666666666666
HD 179957,baseline,100.0,2.0,6,1,0.16666666666666666
HD 179957,baseline,100.0,3.0,6,3,0.5
HD 179957,baseline,100.0,5.0,6,6,1.0
HD 179957,baseline,300.0,0.5,6,0,0.0
HD 179957,baseline,300.0,1.0,6,0,0.0
HD 179957,baseline,300.0,1.5,6,2,0.3333333333333333
HD 179957,baseline,300.0,2.0,6,2,0.3333333333333333
HD 179957,baseline,300.0,3.0,6,3,0.5
HD 179957,baseline,300.0,5.0,6,4,0.6666666666666666
HD 179957,baseline,500.0,0.5,6,0,0.0
HD 179957,baseline,500.0,1.0,6,1,0.16666666666666666
HD 179957,baseline,500.0,1.5,6,2,0.3333333333333333
HD 179957,baseline,500.0,2.0,6,3,0.5
HD 179957,baseline,500.0,3.0,6,3,0.5
HD 179957,baseline,500.0,5.0,6,5,0.8333333333333334
HD 179957,era,5.0,0.5,6,0,0.0
HD 179957,era,5.0,1.0,6,0,0.0
HD 179957,era,5.0,1.5,6,0,0.0
HD 179957,era,5.0,2.0,6,1,0.16666666666666666
HD 179957,era,5.0,3.0,6,6,1.0
HD 179957,era,5.0,5.0,6,6,1.0
HD 179957,era,10.0,0.5,6,0,0.0
HD 179957,era,10.0,1.0,6,0,0.0
HD 179957,era,10.0,1.5,6,0,0.0
HD 179957,era,10.0,2.0,6,0,0.0
HD 179957,era,10.0,3.0,6,6,1.0
HD 179957,era,10.0,5.0,6,6,1.0
HD 179957,era,30.0,0.5,6,0,0.0
HD 179957,era,30.0,1.0,6,0,0.0
HD 179957,era,30.0,1.5,6,0,0.0
HD 179957,era,30.0,2.0,6,2,0.3333333333333333
HD 179957,era,30.0,3.0,6,6,1.0
HD 179957,era,30.0,5.0,6,6,1.0
HD 179957,era,100.0,0.5,6,0,0.0
HD 179957,era,100.0,1.0,6,0,0.0
HD 179957,era,100.0,1.5,6,0,0.0
HD 179957,era,100.0,2.0,6,1,0.16666666666666666
HD 179957,era,100.0,3.0,6,4,0.6666666666666666
HD 179957,era,100.0,5.0,6,6,1.0
HD 179957,era,300.0,0.5,6,6,1.0
HD 179957,era,300.0,1.0,6,1,0.16666666666666666
HD 179957,era,300.0,1.5,6,0,0.0
HD 179957,era,300.0,2.0,6,0,0.0
HD 179957,era,300.0,3.0,6,0,0.0
HD 179957,era,300.0,5.0,6,2,0.3333333333333333
HD 179957,era,500.0,0.5,6,0,0.0
HD 179957,era,500.0,1.0,6,0,0.0
HD 179957,era,500.0,1.5,6,0,0.0
HD 179957,era,500.0,2.0,6,0,0.0
HD 179957,era,500.0,3.0,6,0,0.0
HD 179957,era,500.0,5.0,6,4,0.6666666666666666
HD 179957,era_activity,5.0,0.5,6,0,0.0
HD 179957,era_activity,5.0,1.0,6,0,0.0
HD 179957,era_activity,5.0,1.5,6,0,0.0
HD 179957,era_activity,5.0,2.0,6,1,0.16666666666666666
HD 179957,era_activity,5.0,3.0,6,6,1.0
HD 179957,era_activity,5.0,5.0,6,6,1.0
HD 179957,era_activity,10.0,0.5,6,0,0.0
HD 179957,era_activity,10.0,1.0,6,0,0.0
HD 179957,era_activity,10.0,1.5,6,0,0.0
HD 179957,era_activity,10.0,2.0,6,0,0.0
HD 179957,era_activity,10.0,3.0,6,6,1.0
HD 179957,era_activity,10.0,5.0,6,6,1.0
HD 179957,era_activity,30.0,0.5,6,0,0.0
HD 179957,era_activity,30.0,1.0,6,0,0.0
HD 179957,era_activity,30.0,1.5,6,1,0.16666666666666666
HD 179957,era_activity,30.0,2.0,6,3,0.5
HD 179957,era_activity,30.0,3.0,6,6,1.0
HD 179957,era_activity,30.0,5.0,6,6,1.0
HD 179957,era_activity,100.0,0.5,6,0,0.0
HD 179957,era_activity,100.0,1.0,6,0,0.0
HD 179957,era_activity,100.0,1.5,6,0,0.0
HD 179957,era_activity,100.0,2.0,6,2,0.3333333333333333
HD 179957,era_activity,100.0,3.0,6,4,0.6666666666666666
HD 179957,era_activity,100.0,5.0,6,6,1.0
HD 179957,era_activity,300.0,0.5,6,6,1.0
HD 179957,era_activity,300.0,1.0,6,1,0.16666666666666666
HD 179957,era_activity,300.0,1.5,6,0,0.0
HD 179957,era_activity,300.0,2.0,6,0,0.0
HD 179957,era_activity,300.0,3.0,6,0,0.0
HD 179957,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 179957,era_activity,500.0,0.5,6,0,0.0
HD 179957,era_activity,500.0,1.0,6,0,0.0
HD 179957,era_activity,500.0,1.5,6,0,0.0
HD 179957,era_activity,500.0,2.0,6,0,0.0
HD 179957,era_activity,500.0,3.0,6,3,0.5
HD 179957,era_activity,500.0,5.0,6,4,0.6666666666666666
HD 182572,baseline,5.0,0.5,6,0,0.0
HD 182572,baseline,5.0,1.0,6,0,0.0
HD 182572,baseline,5.0,1.5,6,0,0.0
